age,balance,day,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown,y
-0.6783709082568897,-0.4138041212603267,0.4899667825611999,0.41603797464218883,-0.5672414391473062,-0.4088315354657478,-0.31458309779066657,-0.5145657337684472,5.2414159293917795,-0.16067234621078832,-0.5214363668070277,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,-1.2758945790088558,-0.5982199154302904,-1.0235062866992062,1.539477404944778,-0.20803257767871156,-0.12427831545003339,-1.1275445817880543,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,-0.40521392599587647,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,-0.6668331127948105,3.265657074622542,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,0.46901280307332094,no
-0.8660302590779059,0.3345706761941848,-0.2382370340196875,-0.5075219072505113,0.6711857572038843,-0.4088315354657478,-0.31458309779066657,-0.5145657337684472,-0.19078814073739067,-0.16067234621078832,1.917779548295446,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,-1.0235062866992062,1.539477404944778,-0.20803257767871156,-0.12427831545003339,-1.1275445817880543,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,2.4678322630258673,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,-0.6668331127948105,-0.3062170880620048,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,0.46901280307332094,no
-0.6783709082568897,-0.12191284903801121,-0.9664408506005748,-0.7569220441329282,-0.2576346400595086,-0.4088315354657478,-0.31458309779066657,-0.5145657337684472,-0.19078814073739067,-0.16067234621078832,-0.5214363668070277,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,2.1876014262200507,-0.1686458143387212,-0.0944911182523068,-1.2758945790088558,1.671626059591672,0.9770335688166476,-0.6495710796326176,-0.20803257767871156,-0.12427831545003339,-1.1275445817880543,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,2.4678322630258673,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,-0.6668331127948105,-0.3062170880620048,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,0.46901280307332094,no
-0.9598599344884139,-0.4518145326308002,-0.3596043367831687,1.5305448363354894,1.2903993553794795,-0.4088315354657478,-0.31458309779066657,-0.5145657337684472,-0.19078814073739067,-0.16067234621078832,1.917779548295446,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,-1.0235062866992062,1.539477404944778,-0.20803257767871156,-0.12427831545003339,-1.1275445817880543,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,2.4678322630258673,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,-0.6668331127948105,-0.3062170880620048,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,0.46901280307332094,yes
0.4475851966692071,-0.4152384764063823,1.3395379019055684,-0.18408110473112685,-0.5672414391473062,-0.4088315354657478,-0.31458309779066657,1.9433863049458262,-0.19078814073739067,-0.16067234621078832,-0.5214363668070277,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,-1.0235062866992062,-0.6495710796326176,-0.20803257767871156,-0.12427831545003339,0.8868828923945565,-0.42535573155545975,-0.2672216447210207,1.563268858453185,-0.40521392599587647,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,1.4996255896903958,-0.3062170880620048,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,0.46901280307332094,no
-0.5845412328463817,-0.24777751310439047,0.4899667825611999,-0.17628735045355132,1.2903993553794795,0.9547113057916451,0.2640193852261443,-0.5145657337684472,-0.19078814073739067,-0.16067234621078832,-0.5214363668070277,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,0.9770335688166476,-0.6495710796326176,-0.20803257767871156,-0.12427831545003339,0.8868828923945565,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,-0.40521392599587647,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,-0.6668331127948105,3.265657074622542,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,-2.132137957529636,no
-0.3968818820253655,-0.5077543833269688,1.8250071129594934,-0.3009874188947598,-0.2576346400595086,-0.4088315354657478,-0.31458309779066657,-0.5145657337684472,-0.19078814073739067,-0.16067234621078832,-0.5214363668070277,-0.2393949488198693,-0.20803257767871156,3.1347005128702836,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,0.9770335688166476,-0.6495710796326176,-0.20803257767871156,-0.12427831545003339,0.8868828923945565,2.3509733754924507,-0.2672216447210207,-0.6396852304660345,-0.40521392599587647,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,2.316505381625217,-0.35810212158709614,-0.10840451509045997,-0.6668331127948105,-0.3062170880620048,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,0.46901280307332094,no
-0.2092225312043494,-0.2588937654863214,0.6113340853246811,-0.85824084974141,-0.5672414391473062,-0.4088315354657478,-0.31458309779066657,1.9433863049458262,-0.19078814073739067,-0.16067234621078832,-0.5214363668070277,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,-1.0235062866992062,-0.6495710796326176,-0.20803257767871156,-0.12427831545003339,0.8868828923945565,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,-0.40521392599587647,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,-0.6668331127948105,3.265657074622542,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,0.46901280307332094,no
-0.9598599344884139,-0.2843535693288084,-0.3596043367831687,-0.6556032385244464,-0.2576346400595086,3.1526609603558016,2.578429317293388,-0.5145657337684472,-0.19078814073739067,-0.16067234621078832,1.917779548295446,-0.2393949488198693,-0.20803257767871156,-0.31900974140727445,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,-1.0235062866992062,1.539477404944778,-0.20803257767871156,-0.12427831545003339,0.8868828923945565,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,-0.40521392599587647,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,1.4996255896903958,-0.3062170880620048,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,-2.132137957529636,no
-0.11539285579384133,0.007896291680020961,-1.2091754561275374,-0.22304987611900448,-0.5672414391473062,3.1730123460462103,0.8426218682429552,-0.5145657337684472,-0.19078814073739067,-0.16067234621078832,-0.5214363668070277,-0.2393949488198693,-0.20803257767871156,3.1347005128702836,-0.14050107734631997,-0.4571216621155238,-0.1686458143387212,-0.0944911182523068,0.783763812819726,-0.5982199154302904,0.9770335688166476,-0.6495710796326176,-0.20803257767871156,-0.12427831545003339,0.8868828923945565,-0.42535573155545975,-0.2672216447210207,-0.6396852304660345,-0.40521392599587647,-0.07073032816158477,-0.2315449278499825,-0.18606688846058028,-0.4316847299091612,-0.35810212158709614,-0.10840451509045997,1.4996255896903958,-0.3062170880620048,-0.12989569234058118,-0.11098661682987523,-0.21375488521741168,-0.1737798325451783,-2.132137957529636,no
